CountryName	CountryCode	Time	Time Code	Population_total	Population_ages_0_14 	Population_ages_15_64	Population_ages_over65	Age_dependency_ratio_young	Age_dependency_ratio	Death_rate	Birth_rate
Czech Republic	CZE	2013	YR2013	10514272	14.86339674	68.43078108	16.70582218	21.7203396	24.41273785	10.4	10.2
Czech Republic	CZE	2014	YR2014	10510566	15.13438707	67.69858632	17.16702661	22.35554609	25.35803151	0	0
Denmark	DNK	1990	YR1990	5140939	17.02252007	67.35099792	15.62648106	25.27432697	23.2015605	11.9	12.3
Denmark	DNK	2000	YR2000	5339616	18.46762276	66.66371918	14.86865711	27.70265202	22.30396391	10.9	12.6
Denmark	DNK	2005	YR2005	5419432	18.7337532	66.11800385	15.14824009	28.33381707	22.91092928	10.1	11.9
Denmark	DNK	2006	YR2006	5437272	18.63762856	66.00064087	15.36176872	28.23857211	23.27517936	10.2	12
Denmark	DNK	2007	YR2007	5461438	18.49358177	65.87750244	15.6288805	28.07269546	23.72416484	10.2	11.7
Denmark	DNK	2008	YR2008	5493621	18.3188858	65.73936462	15.94172859	27.86592281	24.24989035	9.9	11.8
Denmark	DNK	2009	YR2009	5523095	18.13614273	65.57436371	16.28950882	27.65735971	24.84127769	9.9	11.4
Denmark	DNK	2010	YR2010	5547683	17.96237373	65.37535095	16.66227341	27.47577283	25.48708689	9.8	11.4
Denmark	DNK	2011	YR2011	5570572	17.80344009	65.13674927	17.05984879	27.33238896	26.19081216	9.4	10.6
Denmark	DNK	2012	YR2012	5591572	17.65829468	64.86437225	17.47725868	27.22340443	26.94432604	9.4	10.4
Denmark	DNK	2013	YR2013	5614932	17.56538774	64.53575451	17.89885775	27.21808105	27.73479919	9.3	10
Denmark	DNK	2014	YR2014	5639565	17.42547761	64.27893133	18.29559107	27.10915595	28.46281929	0	0
Djibouti	DJI	1990	YR1990	589924	44.9574852	52.45319748	2.589316607	85.70971516	4.936432325	10.651	40.41
Djibouti	DJI	2000	YR2000	722887	41.37506866	55.5865593	3.038372517	74.4335885	5.466020287	10.254	30.21
Djibouti	DJI	2005	YR2005	776585	37.25580597	59.39337158	3.350824356	62.7272136	5.641748331	9.98	28.998
Djibouti	DJI	2006	YR2006	787544	36.4731369	60.11169052	3.415174246	60.67561459	5.681381309	9.867	28.924
Djibouti	DJI	2007	YR2007	798690	35.74039841	60.77952576	3.479948521	58.80335366	5.725527357	9.733	28.844
Djibouti	DJI	2008	YR2008	810100	35.08739471	61.36575699	3.546846151	57.17748489	5.779845672	9.582	28.739
Djibouti	DJI	2009	YR2009	821865	34.54679108	61.83436584	3.618842602	55.86989246	5.852477887	9.417	28.59
Djibouti	DJI	2010	YR2010	834036	34.1370163	62.16602325	3.696962833	54.91265933	5.946918631	9.245	28.385
Djibouti	DJI	2011	YR2011	846646	33.86610413	62.34967041	3.783635616	54.31640843	6.068413146	9.072	28.124
Djibouti	DJI	2012	YR2012	859652	33.71759796	62.40513611	3.877266645	54.03016402	6.213056908	8.903	27.818
Djibouti	DJI	2013	YR2013	872932	33.69689735	62.3213492	3.981753447	54.06958897	6.389068109	8.744	27.48
Djibouti	DJI	2014	YR2014	886313	33.63924483	62.29593834	4.064816831	53.99909805	6.525011003	0	0
Dominica	DMA	1990	YR1990	70928	0	0	0	0	0	8.6	23
Dominica	DMA	2000	YR2000	69679	0	0	0	0	0	0	0
Dominica	DMA	2005	YR2005	70542	0	0	0	0	0	0	0
Dominica	DMA	2006	YR2006	70690	0	0	0	0	0	7.5	14.9
Dominica	DMA	2007	YR2007	70795	0	0	0	0	0	0	0
Dominica	DMA	2008	YR2008	70883	0	0	0	0	0	0	0
Dominica	DMA	2009	YR2009	70996	0	0	0	0	0	0	0
Dominica	DMA	2010	YR2010	71167	0	0	0	0	0	8.262256383	13.11000885
Dominica	DMA	2011	YR2011	71401	0	0	0	0	0	0	0
Dominica	DMA	2012	YR2012	71684	0	0	0	0	0	0	0
Dominica	DMA	2013	YR2013	72003	0	0	0	0	0	0	0
Dominica	DMA	2014	YR2014	72341	0	0	0	0	0	0	0
Dominican Republic	DOM	1990	YR1990	7245127	38.51940918	57.58057785	3.9000144	66.89652825	6.773142247	6.289	29.88
Dominican Republic	DOM	2000	YR2000	8663421	34.9366951	59.9172554	5.146050453	58.30823806	8.588594929	5.97	24.982
Dominican Republic	DOM	2005	YR2005	9343362	33.06306839	61.27139282	5.665541172	53.96166998	9.24663325	5.985	23.6
Dominican Republic	DOM	2006	YR2006	9479269	32.67814255	61.5837059	5.738163948	53.06296931	9.317666164	5.984	23.284
Dominican Republic	DOM	2007	YR2007	9615015	32.28816605	61.91004562	5.801800728	52.15335665	9.371339872	5.984	22.952
Dominican Republic	DOM	2008	YR2008	9750195	31.90119743	62.23638535	5.862416267	51.25811427	9.419595928	5.983	22.612
Dominican Republic	DOM	2009	YR2009	9884265	31.52781677	62.54452896	5.927643776	50.40859311	9.477477355	5.984	22.263
Dominican Republic	DOM	2010	YR2010	10016797	31.17445564	62.82221603	6.003326416	49.62329809	9.556055883	5.985	21.907
Dominican Republic	DOM	2011	YR2011	10147598	30.84340668	63.06554413	6.091047287	48.90690692	9.658280672	5.989	21.547
Dominican Republic	DOM	2012	YR2012	10276621	30.53003502	63.27905655	6.190906525	48.24666471	9.783499763	5.994	21.186
Dominican Republic	DOM	2013	YR2013	10403761	30.20046308	63.49357699	6.305959931	47.56459553	9.931650146	6.002	20.826
Dominican Republic	DOM	2014	YR2014	10528954	29.9054493	63.65980894	6.434741761	46.97696992	10.108013	0	0
Ecuador	ECU	1990	YR1990	10123593	38.16027451	57.51504517	4.324679852	66.34833748	7.519215249	6.281	29.994
Ecuador	ECU	2000	YR2000	12533087	34.54150772	60.36270905	5.09578371	57.22325229	8.441939796	5.075	25.316
Ecuador	ECU	2005	YR2005	13777131	32.65496445	61.71858215	5.626454353	52.90945014	9.116305326	4.951	23.587
Ecuador	ECU	2006	YR2006	14023503	32.3013382	61.96613693	5.732511997	52.12740236	9.251039981	4.958	23.217
Ecuador	ECU	2007	YR2007	14268397	31.95755577	62.20314026	5.839296341	51.37611402	9.387462479	4.965	22.848
Ecuador	ECU	2008	YR2008	14512402	31.62076187	62.43216705	5.947085857	50.64818832	9.525675833	4.968	22.487
Ecuador	ECU	2009	YR2009	14756424	31.28695679	62.65681839	6.056216717	49.93384099	9.6656942	4.964	22.135
Ecuador	ECU	2010	YR2010	15001072	30.95326042	62.87907791	6.167659283	49.22664488	9.808761928	4.955	21.794
Ecuador	ECU	2011	YR2011	15246481	30.6199379	63.09950638	6.280570507	48.52643129	9.953438788	4.941	21.461
Ecuador	ECU	2012	YR2012	15492264	30.2873745	63.31578064	6.396831512	47.83542705	10.10305995	4.927	21.134
Ecuador	ECU	2013	YR2013	15737878	29.95664346	63.5306615	6.512695041	47.15304822	10.25126275	4.915	20.812
Ecuador	ECU	2014	YR2014	15982551	29.6221423	63.71847022	6.659387478	46.48909836	10.45126704	0	0
Egypt. Arab Rep.	EGY	1990	YR1990	56336614	39.52124786	55.69993591	4.778817654	70.95384821	8.579574574	8.446	31.079
Egypt. Arab Rep.	EGY	2000	YR2000	66136590	35.42737579	59.2401886	5.332437038	59.80294104	9.00138417	6.909	24.764
Egypt. Arab Rep.	EGY	2005	YR2005	71777678	32.51421738	62.0275383	5.458241463	52.41900244	8.799706715	6.83	24.401
Egypt. Arab Rep.	EGY	2006	YR2006	72990754	32.17645264	62.36584473	5.457699299	51.59306742	8.75110333	6.808	24.427
Egypt. Arab Rep.	EGY	2007	YR2007	74229577	31.93940544	62.61090469	5.449691772	51.01252888	8.704061317	6.777	24.427
Egypt. Arab Rep.	EGY	2008	YR2008	75491922	31.77469444	62.78059006	5.444718838	50.61229127	8.672615177	6.74	24.377
Egypt. Arab Rep.	EGY	2009	YR2009	76775023	31.64253998	62.90138245	5.456078053	50.30499838	8.674018898	6.695	24.263
Egypt. Arab Rep.	EGY	2010	YR2010	78075705	31.51413345	62.99384308	5.492022038	50.02732353	8.718347502	6.645	24.078
Egypt. Arab Rep.	EGY	2011	YR2011	79392466	31.38120651	63.06204224	5.556752682	49.76243401	8.811564856	6.592	23.823
Egypt. Arab Rep.	EGY	2012	YR2012	80721874	31.24814415	63.10633087	5.645525455	49.5166558	8.946052534	6.539	23.517
Egypt. Arab Rep.	EGY	2013	YR2013	82056378	31.14339631	63.08700099	5.769602699	49.36578982	9.145469921	6.489	23.177
Egypt. Arab Rep.	EGY	2014	YR2014	83386739	30.98557074	63.15281258	5.861616677	49.06443509	9.281639942	0	0
El Salvador	SLV	1990	YR1990	5344226	41.66966248	53.74594879	4.584386826	77.53079844	8.52973483	7.481	31.761
El Salvador	SLV	2000	YR2000	5958794	38.29916	56.16947174	5.531371117	68.18501098	9.8476467	6.47	24.63
El Salvador	SLV	2005	YR2005	6072538	35.66897583	58.11624527	6.214782238	61.3752224	10.69370902	6.448	21.011
El Salvador	SLV	2006	YR2006	6096692	34.99804306	58.64688492	6.355036259	59.67587931	10.83610216	6.46	20.783
El Salvador	SLV	2007	YR2007	6122952	34.29362106	59.21150589	6.494857311	57.91715993	10.96891125	6.474	20.654
El Salvador	SLV	2008	YR2008	6151776	33.56578827	59.80401611	6.630166531	56.1263101	11.08649095	6.488	20.571
El Salvador	SLV	2009	YR2009	6183484	32.82605743	60.41763687	6.756352901	54.33191066	11.18274907	6.499	20.505
El Salvador	SLV	2010	YR2010	6218195	32.08677292	61.04305267	6.870176792	52.56416606	11.254642	6.509	20.433
El Salvador	SLV	2011	YR2011	6256242	31.3484993	61.68134308	6.970142841	50.82331027	11.30024509	6.516	20.345
El Salvador	SLV	2012	YR2012	6297394	30.62180901	62.31998444	7.058269024	49.13641998	11.32585134	6.523	20.242
El Salvador	SLV	2013	YR2013	6340454	29.96585103	62.90177328	7.132375694	47.63911964	11.33891037	6.531	20.126
El Salvador	SLV	2014	YR2014	6383752	29.3277997	63.45182269	7.220377609	46.22057879	11.37930685	0	0
Equatorial Guinea	GNQ	1990	YR1990	373851	37.68774033	57.84336472	4.468892574	65.15482224	7.7258518	19.806	46.914
Equatorial Guinea	GNQ	2000	YR2000	518179	42.6101799	53.71966171	3.670160294	79.31952408	6.832061617	17.393	39.671
Equatorial Guinea	GNQ	2005	YR2005	603648	40.60346603	56.14878082	3.24775362	72.31406056	5.784192529	16.127	37.925
Equatorial Guinea	GNQ	2006	YR2006	621517	40.26583481	56.56385803	3.170629263	71.18650335	5.605397748	15.767	37.724
Equatorial Guinea	GNQ	2007	YR2007	639618	39.980896	56.92022324	3.09903717	70.24022721	5.444527456	15.384	37.515
Equatorial Guinea	GNQ	2008	YR2008	658025	39.73861313	57.22882843	3.032559633	69.4381008	5.299006851	14.991	37.274
Equatorial Guinea	GNQ	2009	YR2009	676851	39.521698	57.50896454	2.969191074	68.7226718	5.16300578	14.598	36.986
Equatorial Guinea	GNQ	2010	YR2010	696167	39.31872559	57.77205658	2.909215689	68.05838037	5.035679654	14.215	36.645
Equatorial Guinea	GNQ	2011	YR2011	715996	39.12773132	58.0191803	2.852948904	67.43930768	4.917251423	13.85	36.25
Equatorial Guinea	GNQ	2012	YR2012	736296	38.95213318	58.24396896	2.803627968	66.87754169	4.813593628	13.506	35.819
Equatorial Guinea	GNQ	2013	YR2013	757014	38.87880541	58.34198575	2.779208839	66.63949626	4.763651431	13.187	35.363
Equatorial Guinea	GNQ	2014	YR2014	778061	38.6879692	58.54309624	2.768934569	66.08459696	4.729737147	0	0
Eritrea	ERI	1990	YR1990	3272563	46.53948593	51.85525894	1.605255604	89.74882675	3.09564666	15.147	44.583
Eritrea	ERI	2000	YR2000	3939348	47.0165863	51.16255188	1.820859671	91.89648474	3.558969591	9.542	39.818
Eritrea	ERI	2005	YR2005	4854066	43.51885605	54.52408218	1.957060337	79.81584163	3.58935025	8.445	39.967
Eritrea	ERI	2006	YR2006	5035036	43.22304916	54.79240036	1.984534025	78.88511634	3.621914755	8.265	39.816
Eritrea	ERI	2007	YR2007	5209846	43.06497574	54.92233276	2.012669802	78.41068384	3.664574545	8.078	39.587
Eritrea	ERI	2008	YR2008	5382163	43.00798798	54.9491539	2.042859077	78.26869945	3.71772603	7.881	39.289
Eritrea	ERI	2009	YR2009	5557889	43.00609589	54.91711044	2.076741695	78.31092132	3.781593273	7.67	38.918
Eritrea	ERI	2010	YR2010	5741159	43.02455139	54.86073303	2.114712477	78.42504005	3.854692057	7.445	38.47
Eritrea	ERI	2011	YR2011	5932852	43.05612183	54.7864151	2.157461643	78.5890462	3.937949734	7.21	37.945
Eritrea	ERI	2012	YR2012	6130922	43.09656906	54.69986343	2.203567505	78.78734115	4.028469653	6.974	37.352
Eritrea	ERI	2013	YR2013	6333135	43.15475669	54.58186191	2.263381406	79.06428103	4.146764744	6.744	36.702
Eritrea	ERI	2014	YR2014	6536176	43.14334559	54.55742012	2.299234292	79.07878616	4.214338375	0	0
Estonia	EST	1990	YR1990	1569174	22.18230057	66.15132904	11.66636848	33.5326855	17.63592347	12.4	14.2
Estonia	EST	2000	YR2000	1396985	17.96669006	66.85671997	15.17659187	26.87343813	22.7002135	13.2	9.4
Estonia	EST	2005	YR2005	1354775	15.28255749	67.86875153	16.84868813	22.51777928	24.82541554	12.8	10.6
Estonia	EST	2006	YR2006	1346810	15.09349155	67.86494446	17.04148865	22.24051763	25.11083005	12.9	11
Estonia	EST	2007	YR2007	1340680	15.05393982	67.77292633	17.17313766	22.21230484	25.33925148	13	11.8
Estonia	EST	2008	YR2008	1337090	15.12738323	67.60466003	17.26803398	22.37627706	25.54265517	12.5	12
Estonia	EST	2009	YR2009	1334515	15.25743198	67.38063049	17.36186218	22.64366857	25.76687185	12.1	11.8
Estonia	EST	2010	YR2010	1331475	15.40022469	67.11858368	17.48118782	22.94478816	26.0452719	11.9	11.9
Estonia	EST	2011	YR2011	1327439	15.5420866	66.82258606	17.63502121	23.25876606	26.39079444	11.5	11.1
Estonia	EST	2012	YR2012	1322696	15.68860054	66.4943924	17.81692886	23.59380525	26.79464571	11.7	10.6
Estonia	EST	2013	YR2013	1317997	15.82480806	66.1397816	18.03541034	23.92626073	27.26861836	11.6	10.3
Estonia	EST	2014	YR2014	1313645	15.9679569	65.78992671	18.24211639	24.27109874	27.72786915	0	0
Ethiopia	ETH	1990	YR1990	48042755	46.29561234	50.55430603	3.150081635	91.57600514	6.231084804	18.221	47.489
Ethiopia	ETH	2000	YR2000	66024199	46.56532669	50.33993912	3.094733477	92.50175304	6.147670236	13.876	43.6
Ethiopia	ETH	2005	YR2005	76167240	46.21178818	50.68475342	3.103456259	91.17492995	6.12305686	10.926	38.753
Ethiopia	ETH	2006	YR2006	78290649	45.97871399	50.8887558	3.132529974	90.35142245	6.155642596	10.342	37.801
Ethiopia	ETH	2007	YR2007	80440708	45.68598175	51.1427002	3.171319723	89.3304059	6.200923442	9.794	36.911
Ethiopia	ETH	2008	YR2008	82621190	45.33074188	51.45319748	3.216063499	88.10092219	6.250463995	9.294	36.092
Ethiopia	ETH	2009	YR2009	84838032	44.91082764	51.82726288	3.261912107	86.65483112	6.293815016	8.848	35.351
Ethiopia	ETH	2010	YR2010	87095281	44.42839813	52.26609802	3.305501699	85.00423703	6.324370534	8.461	34.689
Ethiopia	ETH	2011	YR2011	89393063	43.88509369	52.76829147	3.346614361	83.16565119	6.342093284	8.128	34.095
Ethiopia	ETH	2012	YR2012	91728849	43.29144287	53.32262802	3.385929346	81.18775113	6.349892061	7.838	33.545
Ethiopia	ETH	2013	YR2013	94100756	42.6810046	53.89717379	3.421821606	79.18968955	6.348795985	7.579	33.018
Ethiopia	ETH	2014	YR2014	96506031	42.0573508	54.48698952	3.455659678	77.18787763	6.342173991	0	0
Faeroe Islands	FRO	1990	YR1990	48031	0	0	0	0	0	7.5	0
Faeroe Islands	FRO	2000	YR2000	46491	0	0	0	0	0	7.7	0
Faeroe Islands	FRO	2005	YR2005	49157	0	0	0	0	0	8.7	0
Faeroe Islands	FRO	2006	YR2006	49414	0	0	0	0	0	8.6	0
Faeroe Islands	FRO	2007	YR2007	49554	0	0	0	0	0	7.9	13.9
Faeroe Islands	FRO	2008	YR2008	49601	0	0	0	0	0	7.8	0
Faeroe Islands	FRO	2009	YR2009	49600	0	0	0	0	0	8	0
Faeroe Islands	FRO	2010	YR2010	49581	0	0	0	0	0	7.2	0
Faeroe Islands	FRO	2011	YR2011	49551	0	0	0	0	0	7.7	11.9
Faeroe Islands	FRO	2012	YR2012	49506	0	0	0	0	0	8.4	12.8
Faeroe Islands	FRO	2013	YR2013	49469	0	0	0	0	0	7.5	0
Faeroe Islands	FRO	2014	YR2014	49460	0	0	0	0	0	0	0
Fiji	FJI	1990	YR1990	728339	38.41439056	58.65222168	2.933386803	65.49520468	5.001322606	6.291	28.902
Fiji	FJI	2000	YR2000	811647	35.06007004	61.50678635	3.433142662	57.00195105	5.581729825	6.076	24.803
Fiji	FJI	2005	YR2005	822484	30.61919785	65.27032471	4.110475063	46.91135873	6.297616786	6.378	23.212
Fiji	FJI	2006	YR2006	828060	30.03345108	65.7175827	4.248846531	45.70078705	6.465312093	6.434	22.892
Fiji	FJI	2007	YR2007	835392	29.62273979	65.99333191	4.383810043	44.88747567	6.642808038	6.486	22.567
Fiji	FJI	2008	YR2008	843851	29.35518265	66.12399292	4.520466328	44.39414468	6.836347735	6.536	22.238
Fiji	FJI	2009	YR2009	852479	29.17456055	66.15869904	4.667094231	44.09784588	7.054392905	6.584	21.902
Fiji	FJI	2010	YR2010	860559	29.03670692	66.13480377	4.828489304	43.90533605	7.300980973	6.633	21.555
Fiji	FJI	2011	YR2011	867921	28.93627357	66.05554962	5.008174896	43.80596885	7.581762048	6.684	21.196
Fiji	FJI	2012	YR2012	874742	28.8781147	65.91829681	5.203705788	43.80895398	7.89417549	6.74	20.823
Fiji	FJI	2013	YR2013	881065	28.85893776	65.70309796	5.437964282	43.92325272	8.276572112	6.804	20.441
Fiji	FJI	2014	YR2014	887027	28.80227998	65.56226586	5.635454163	43.9311845	8.595575655	0	0
Finland	FIN	1990	YR1990	4986431	19.31574059	67.29550171	13.38876057	28.70286598	19.89546567	10	13.1
Finland	FIN	2000	YR2000	5176209	18.15232849	66.92883301	14.9188385	27.12182511	22.29059432	9.5	11
Finland	FIN	2005	YR2005	5246096	17.3593235	66.69903564	15.94163799	26.02635824	23.9008658	9.1	11
Finland	FIN	2006	YR2006	5266268	17.17151451	66.71287537	16.11559486	25.73943032	24.15663544	9.1	11.2
Finland	FIN	2007	YR2007	5288720	16.97389793	66.75141144	16.27470779	25.42852651	24.38107864	9.3	11.1
Finland	FIN	2008	YR2008	5313399	16.7834549	66.75450897	16.46201706	25.14205935	24.66054476	9.2	11.2
Finland	FIN	2009	YR2009	5338871	16.62260818	66.64164734	16.73574448	24.94328134	25.11304383	9.3	11.3
Finland	FIN	2010	YR2010	5363352	16.50655174	66.36055756	17.1328907	24.87402891	25.81787786	9.5	11.4
Finland	FIN	2011	YR2011	5388272	16.43954659	65.88973236	17.67066574	24.95007489	26.81855541	9.4	11.1
Finland	FIN	2012	YR2012	5413971	16.41531944	65.25970459	18.32504845	25.15385036	28.08019833	9.6	11
Finland	FIN	2013	YR2013	5438972	16.44633023	64.51427606	19.03939371	25.49253857	29.51190297	9.5	10.7
Finland	FIN	2014	YR2014	5463596	16.46162384	63.79255835	19.74581781	25.80493652	30.95317338	0	0
France	FRA	1990	YR1990	58409202	19.84443474	66.02474976	14.13081741	30.05605488	21.40230469	9.3	13.4
France	FRA	2000	YR2000	60911057	18.94075966	65.04292297	16.01631737	29.12040063	24.62422699	8.9	13.3
France	FRA	2005	YR2005	63176246	18.49956131	65.06452942	16.43591118	28.43263599	25.26094002	8.5	12.8
France	FRA	2006	YR2006	63617975	18.45743942	65.0773468	16.46520996	28.36231057	25.30098508	8.3	13.1
France	FRA	2007	YR2007	64012572	18.42920876	65.08885956	16.48193359	28.31392294	25.32220468	8.3	12.8
France	FRA	2008	YR2008	64371099	18.40794373	65.07363892	16.51841736	28.28786637	25.38419208	8.5	12.9
France	FRA	2009	YR2009	64702921	18.38466644	64.99874878	16.61658287	28.28464625	25.56446464	8.5	12.8
France	FRA	2010	YR2010	65023142	18.35312271	64.8432312	16.80364799	28.30383748	25.91426732	8.5	12.9
France	FRA	2011	YR2011	65338149	18.31064987	64.59767151	17.09168053	28.34568158	26.45866414	8.4	12.7
France	FRA	2012	YR2012	65635082	18.25906754	64.27513885	17.46578789	28.40766738	27.17347318	8.7	12.6
France	FRA	2013	YR2013	65920302	18.22285075	63.91609406	17.86105519	28.5105821	27.94453616	8.7	12.3
France	FRA	2014	YR2014	66201365	18.16095563	63.53011827	18.3089261	28.58637297	28.81928574	0	0
French Polynesia	PYF	1990	YR1990	198370	35.58652878	61.03997421	3.37349391	58.30036751	5.526696123	5.486	28.308
French Polynesia	PYF	2000	YR2000	237267	31.7524147	63.95284653	4.294739723	49.64972749	6.715478552	4.811	19.961
French Polynesia	PYF	2005	YR2005	254884	27.73340034	67.2243042	5.042293549	41.25501914	7.500700346	4.744	18.194
French Polynesia	PYF	2006	YR2006	257731	26.8590126	67.79161072	5.348211765	39.61996337	7.889194139	4.758	17.903
French Polynesia	PYF	2007	YR2007	260361	25.9812336	68.30323792	5.716293812	38.038069	8.36899373	4.799	17.636
French Polynesia	PYF	2008	YR2008	262877	25.13837242	68.75611115	6.105516911	36.56165627	8.87996282	4.872	17.393
French Polynesia	PYF	2009	YR2009	265412	24.38435364	69.1517334	6.464289665	35.26209974	9.347978882	4.974	17.172
French Polynesia	PYF	2010	YR2010	268065	23.75394058	69.4913559	6.754704952	34.1825834	9.720209145	5.097	16.966
French Polynesia	PYF	2011	YR2011	270874	23.26764488	69.76675415	6.965600014	33.35061911	9.984125304	5.23	16.77
French Polynesia	PYF	2012	YR2012	273814	22.91226959	69.97377777	7.113587856	32.74407875	10.16607689	5.359	16.58
French Polynesia	PYF	2013	YR2013	276831	22.59212299	70.22154311	7.1863339	32.17263819	10.23380231	5.475	16.39
French Polynesia	PYF	2014	YR2014	279835	22.47145639	70.19172012	7.336823485	32.01439765	10.45254835	0	0
Gabon	GAB	1990	YR1990	946703	41.40580368	52.6444931	5.949701309	78.65173048	11.30165915	11.009	37.047
Gabon	GAB	2000	YR2000	1225527	40.62366486	53.50710297	5.86923027	75.92200615	10.9690672	11.083	33.73
Gabon	GAB	2005	YR2005	1379465	39.50857925	54.85612106	5.635300636	72.02218519	10.27287468	10.788	33.15
Gabon	GAB	2006	YR2006	1412907	39.29833984	55.12585068	5.575809479	71.28840626	10.11469077	10.573	33.076
Gabon	GAB	2007	YR2007	1447388	39.09566879	55.3900528	5.514277935	70.5824682	9.955357867	10.336	33.005
Gabon	GAB	2008	YR2008	1482843	38.91052628	55.63778687	5.45168972	69.93543195	9.798538461	10.096	32.926
Gabon	GAB	2009	YR2009	1519155	38.75470352	55.85684204	5.388719559	69.38219461	9.647375765	9.865	32.826
Gabon	GAB	2010	YR2010	1556222	38.63323975	56.04020691	5.326553822	68.93843667	9.504878972	9.648	32.686
Gabon	GAB	2011	YR2011	1594034	38.54729462	56.18682098	5.265947819	68.60558463	9.37221218	9.446	32.487
Gabon	GAB	2012	YR2012	1632572	38.48804092	56.30489731	5.20705986	68.35647257	9.24796947	9.254	32.221
Gabon	GAB	2013	YR2013	1671711	38.4790194	56.36267273	5.158307865	68.27039516	9.151993004	9.067	31.888
Gabon	GAB	2014	YR2014	1711294	38.40298628	56.4959031	5.101110622	67.97481617	9.029169093	0	0
Gambia. The	GMB	1990	YR1990	916811	46.11594009	51.14402008	2.740041256	90.16878015	5.357500842	14.362	47.469
Gambia. The	GMB	2000	YR2000	1228863	45.88477325	51.40125656	2.713972092	89.2678077	5.279972643	12.171	45.316
Gambia. The	GMB	2005	YR2005	1436549	45.9932785	51.46764755	2.539071083	89.3634748	4.933334055	11.053	44.222
Gambia. The	GMB	2006	YR2006	1482324	46.0112648	51.45642853	2.532374859	89.41790965	4.921396367	10.845	44.004
Gambia. The	GMB	2007	YR2007	1529406	46.01753998	51.44559479	2.536867142	89.44894079	4.931165259	10.647	43.811
Gambia. The	GMB	2008	YR2008	1577984	46.01244354	51.44386673	2.543435097	89.4420382	4.944097879	10.46	43.642
Gambia. The	GMB	2009	YR2009	1628332	45.99798965	51.46075821	2.541312218	89.38459482	4.938349691	10.284	43.492
Gambia. The	GMB	2010	YR2010	1680640	45.97498703	51.50127411	2.523741007	89.26960976	4.900346716	10.119	43.345
Gambia. The	GMB	2011	YR2011	1734966	45.94257355	51.56804276	2.489558935	89.09116921	4.827716478	9.962	43.181
Gambia. The	GMB	2012	YR2012	1791225	45.89853287	51.65777588	2.443802357	88.85115967	4.730754225	9.812	42.98
Gambia. The	GMB	2013	YR2013	1849285	45.92423558	51.68208253	2.393681882	88.85910422	4.631550752	9.666	42.729
Gambia. The	GMB	2014	YR2014	1908954	45.82462438	51.82110203	2.354273597	88.42850226	4.543078987	0	0
Georgia	GEO	1990	YR1990	4802000	24.61481667	66.03672028	9.348464012	37.27442643	14.15645696	9.488	16.923
Georgia	GEO	2000	YR2000	4418300	21.91382027	65.58003998	12.50613689	33.41536892	19.07004707	10.034	11.964
Georgia	GEO	2005	YR2005	4361400	18.35014153	67.04931641	14.60054398	27.36812264	21.77582311	10.51	12.822
Georgia	GEO	2006	YR2006	4398000	17.88318253	67.42481995	14.69195461	26.52312851	21.79011946	10.668	13.173
Georgia	GEO	2007	YR2007	4388400	17.55459785	67.81621552	14.62918472	25.88554549	21.57180313	10.828	13.478
Georgia	GEO	2008	YR2008	4383800	17.35972023	68.1676712	14.47260571	25.46619622	21.2308932	10.982	13.699
Georgia	GEO	2009	YR2009	4410900	17.28022957	68.40695953	14.31278515	25.26093148	20.92300462	11.122	13.814
Georgia	GEO	2010	YR2010	4452800	17.29811859	68.48446655	14.21741486	25.25847064	20.76005845	11.247	13.815
Georgia	GEO	2011	YR2011	4483350	17.41201782	68.38007355	14.20795345	25.4635945	20.77790586	11.355	13.713
Georgia	GEO	2012	YR2012	4490700	17.61721802	68.11306	14.26962948	25.86465792	20.94990998	11.452	13.542
Georgia	GEO	2013	YR2013	4487200	17.89149473	67.69014224	14.41836303	26.4314583	21.30054336	11.539	13.332
Georgia	GEO	2014	YR2014	4504100	18.15192413	67.27865603	14.56941984	26.98021779	21.65532895	0	0
Germany	DEU	1990	YR1990	79433029	16.07482147	68.93571472	14.98946571	23.31856878	21.74412246	11.6	11.4
Germany	DEU	2000	YR2000	82211508	15.60938072	68.05699158	16.33362579	22.93574847	23.99992322	10.2	9.3
Germany	DEU	2005	YR2005	82469422	14.32792854	66.73223114	18.93984032	21.4707774	28.38184832	10.1	8.3
Germany	DEU	2006	YR2006	82376451	14.10419846	66.48018646	19.41561508	21.21564199	29.20511603	10	8.2
Germany	DEU	2007	YR2007	82266372	13.90250874	66.24811554	19.84937859	20.98551666	29.96217921	10.1	8.3
Germany	DEU	2008	YR2008	82110097	13.7216568	66.04709625	20.23124695	20.77556453	30.6315454	10.3	8.3
Germany	DEU	2009	YR2009	81902307	13.55834579	65.88945007	20.55220032	20.57741521	31.19194337	10.4	8.1
Germany	DEU	2010	YR2010	81776930	13.41053391	65.78114319	20.80832291	20.38659326	31.63265714	10.5	8.3
Germany	DEU	2011	YR2011	81797673	13.27900314	65.73222351	20.98876762	20.20166521	31.93071404	10.4	8.1
Germany	DEU	2012	YR2012	80425823	13.16596985	65.73312378	21.10090256	20.02943041	32.10086761	10.8	8.4
Germany	DEU	2013	YR2013	80645605	13.09119146	65.77252649	21.13628205	19.90373898	32.13542754	11.1	8.5
Germany	DEU	2014	YR2014	80889505	13.01262364	65.73460983	21.25276653	19.79569627	32.33116744	0	0
